4	0	20.73	33.72	52.45	26.00	34.95	39.27	40.40	37.38	22.04	61.25	39.47	12.43	94.20	41.51	7.13	149.69	43.54	4.19	244.28	45.54	2.48	407.92	47.60	1.47	667.22	49.67	0.88	
4	1	24.16	33.59	55.53	30.54	34.74	41.46	48.45	37.10	23.39	74.15	39.22	13.04	113.92	41.27	7.42	179.02	43.33	4.33	289.06	45.37	2.53	476.23	47.49	1.48	764.05	49.63	0.86	
4	2	21.86	33.92	52.42	27.18	35.10	38.94	41.81	37.48	21.55	63.00	39.57	12.00	96.09	41.62	6.84	150.40	43.68	4.02	242.71	45.73	2.36	397.68	47.82	1.40	637.61	49.88	0.84	
4	3	36.55	30.82	100.29	47.52	32.01	75.49	78.37	34.42	42.71	123.16	36.59	23.64	193.06	38.75	13.04	304.12	40.98	7.33	483.64	43.21	4.14	780.04	45.54	2.33	1223.28	47.83	1.31	
4	4	43.52	30.31	123.26	57.76	31.47	92.99	98.36	33.89	52.32	156.91	36.07	28.82	247.14	38.22	15.85	389.23	40.45	8.87	618.13	42.67	4.95	992.66	45.04	2.72	1546.82	47.40	1.48	
4	5	40.71	30.92	112.48	53.55	32.15	83.64	88.90	34.51	47.10	141.22	36.68	25.81	221.20	38.83	14.21	348.34	41.08	7.94	551.32	43.34	4.40	874.85	45.71	2.42	1345.78	48.04	1.33	
4	6	32.86	31.85	88.12	42.71	33.08	66.13	69.67	35.52	37.03	108.02	37.69	20.51	167.98	39.79	11.49	264.98	42.00	6.60	424.67	44.12	3.81	695.32	46.36	2.16	1104.10	48.60	1.22	
4	7	32.32	31.92	81.96	41.83	33.09	61.69	68.62	35.57	34.68	105.24	37.70	19.41	162.32	39.80	10.95	255.38	41.88	6.40	410.46	43.94	3.75	681.58	46.14	2.16	1102.22	48.36	1.23	
4	8	36.83	32.42	74.72	47.02	33.63	55.84	74.83	36.03	31.46	114.24	38.19	17.40	173.62	40.27	9.82	268.15	42.43	5.67	422.62	44.56	3.27	675.41	46.77	1.87	1049.62	48.96	1.08	
5	0	23.39	34.14	49.85	28.56	35.41	36.90	42.73	37.95	19.70	62.72	40.11	10.85	93.32	42.09	6.23	144.27	44.06	3.72	231.36	45.94	2.24	383.96	47.95	1.34	624.00	49.97	0.81	
5	1	24.69	34.02	50.71	30.68	35.28	37.65	47.38	37.86	20.12	69.56	39.99	11.02	103.34	42.04	6.22	158.41	44.00	3.67	252.18	45.96	2.17	416.29	48.01	1.28	673.44	50.10	0.76	
5	2	23.81	34.03	50.74	29.72	35.30	37.39	45.82	37.86	20.20	68.40	40.03	11.10	102.64	42.01	6.38	159.14	43.96	3.81	256.61	45.88	2.28	425.17	47.93	1.35	688.01	50.00	0.80	
5	3	39.91	31.35	83.24	50.84	32.56	62.18	82.20	35.09	34.30	125.71	37.31	18.71	190.83	39.47	10.36	292.67	41.69	5.86	453.91	43.94	3.31	715.58	46.30	1.86	1099.35	48.61	1.06	
5	4	51.96	30.24	116.96	67.06	31.50	87.05	109.57	33.99	48.05	169.12	36.23	26.08	257.82	38.42	14.27	396.76	40.69	7.92	616.66	42.98	4.35	971.45	45.43	2.35	1479.67	47.86	1.27	
5	5	43.28	31.01	91.94	55.33	32.28	68.57	88.04	34.82	37.84	133.62	37.03	20.71	202.33	39.20	11.45	312.26	41.44	6.44	487.80	43.70	3.62	774.68	46.07	2.02	1196.13	48.42	1.13	
5	6	23.83	34.32	43.22	29.36	35.55	31.82	45.00	37.95	17.61	66.53	40.06	9.92	99.16	42.10	5.73	152.64	44.12	3.44	242.30	46.10	2.08	399.53	48.15	1.25	645.51	50.19	0.76	
5	7	24.81	33.87	43.93	30.85	35.10	32.40	46.91	37.54	18.10	69.07	39.68	10.15	102.77	41.74	5.85	157.57	43.74	3.52	250.40	45.69	2.14	417.40	47.72	1.30	686.93	49.78	0.78	
5	8	25.99	33.12	52.45	32.58	34.41	38.67	50.38	36.94	21.41	75.00	39.06	12.03	112.99	41.10	6.94	175.86	43.16	4.14	282.72	45.20	2.46	468.50	47.34	1.46	756.86	49.47	0.86	
